"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Kuwait","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2012","4932",""
"Kuwait","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2012","4831",""
"Kuwait","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2012","4601",""
"Kuwait","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2012","4841",""
"Kuwait","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2012","4846",""
"Kuwait","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2012","4488",""
"Kuwait","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2012","5203",""
"Kuwait","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2012","4914",""
"Kuwait","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2012","4858",""
"Kuwait","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2012","4758",""
"Kyrgyzstan","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","153620",""
"Kyrgyzstan","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","12335",""
"Kyrgyzstan","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","10891",""
"Kyrgyzstan","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","11918",""
"Kyrgyzstan","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","12000",""
"Kyrgyzstan","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","13128",""
"Kyrgyzstan","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","13101",""
"Kyrgyzstan","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","14537",""
"Kyrgyzstan","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","14493",""
"Kyrgyzstan","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","13569",""
"Kyrgyzstan","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","13432",""
"Kyrgyzstan","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","12151",""
"Kyrgyzstan","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","12065",""
"Kyrgyzstan","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","158160",""
"Kyrgyzstan","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2017","13004",""
"Kyrgyzstan","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2017","12022",""
"Kyrgyzstan","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","12674",""
"Kyrgyzstan","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","12714",""
"Kyrgyzstan","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","13497",""
"Kyrgyzstan","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","13992",""
"Kyrgyzstan","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","14683",""
"Kyrgyzstan","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","14737",""
"Kyrgyzstan","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","14039",""
"Kyrgyzstan","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","12854",""
"Kyrgyzstan","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","11711",""
"Kyrgyzstan","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","12233",""
"Kyrgyzstan","2016","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2017","0",""
"Kyrgyzstan","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","163452",""
"Kyrgyzstan","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","13024",""
"Kyrgyzstan","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","11899",""
"Kyrgyzstan","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","12835",""
"Kyrgyzstan","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","12630",""
"Kyrgyzstan","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","13800",""
"Kyrgyzstan","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","14029",""
"Kyrgyzstan","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","14988",""
"Kyrgyzstan","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","15678",""
"Kyrgyzstan","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","15035",""
"Kyrgyzstan","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","14359",""
"Kyrgyzstan","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","12524",""
"Kyrgyzstan","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","12651",""
"Kyrgyzstan","2015","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2016","0",""
"Kyrgyzstan","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","161813",""
"Kyrgyzstan","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","12911",""
"Kyrgyzstan","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","11516",""
"Kyrgyzstan","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","12944",""
"Kyrgyzstan","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","12773",""
"Kyrgyzstan","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","13396",""
"Kyrgyzstan","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","13979",""
"Kyrgyzstan","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","14825",""
"Kyrgyzstan","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","15484",""
"Kyrgyzstan","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","15012",""
"Kyrgyzstan","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","13888",""
"Kyrgyzstan","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","12364",""
"Kyrgyzstan","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","12721",""
"Kyrgyzstan","2014","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2016","0",""
"Kyrgyzstan","2013","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","155520",""
"Kyrgyzstan","2013","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","12117",""
"Kyrgyzstan","2013","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","11113",""
"Kyrgyzstan","2013","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","12596",""
"Kyrgyzstan","2013","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","12206",""
"Kyrgyzstan","2013","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","12954",""
"Kyrgyzstan","2013","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","13529",""
"Kyrgyzstan","2013","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","14140",""
"Kyrgyzstan","2013","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","15212",""
"Kyrgyzstan","2013","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","14309",""
"Kyrgyzstan","2013","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","13472",""
"Kyrgyzstan","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","12040",""
